survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,age_z,fare_z
0,1,male,71.0,0,0,49.5042,C,First,man,True,Cherbourg,no,True,3.2120546949915547,0.3504666508958721
0,3,male,21.0,0,0,8.05,S,Third,man,True,Southampton,no,True,-0.6407297554842177,-0.4841333019887193
0,3,male,28.0,0,0,14.4583,C,Third,man,True,Cherbourg,no,True,-0.1013399324176096,-0.3551146047741951
1,1,female,54.0,1,0,78.2667,C,First,woman,False,Cherbourg,yes,False,1.902107981829792,0.9295438287172524
0,3,male,28.0,0,0,15.1,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.3421952192893457
0,1,female,25.0,1,2,151.55,S,First,woman,False,Southampton,no,False,-0.3325069994461559,2.404961005438245
0,3,male,24.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,-0.4095626884556714,-0.489251126190447
0,3,male,17.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,-0.9489525115222794,-0.4718018018960432
0,3,female,21.0,0,0,7.75,Q,Third,woman,False,Queenstown,no,True,-0.6407297554842177,-0.4901732204014585
0,3,female,28.0,0,0,7.6292,Q,Third,woman,False,Queenstown,no,True,-0.1013399324176096,-0.4926052942156549
0,3,female,37.0,0,0,9.5875,S,Third,woman,False,Southampton,no,True,0.5921612686680294,-0.4531787201234304
1,1,female,16.0,0,0,86.5,S,First,woman,False,Southampton,yes,True,-1.026008200531795,1.0953053629426073
0,1,male,18.0,1,0,108.9,C,First,man,True,Cherbourg,no,False,-0.871896822512764,1.546285937760475
1,2,female,33.0,0,2,26.0,S,Second,woman,False,Southampton,yes,False,0.2839385126299676,-0.1227448502931512
1,1,male,28.0,0,0,26.55,S,First,man,True,Southampton,yes,True,-0.1013399324176096,-0.1116716665364625
0,3,male,28.0,0,0,22.525,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.1927072385740481
1,3,male,26.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True,-0.2554513104366405,0.4912289628108992
1,3,male,29.0,0,0,7.75,Q,Third,man,True,Queenstown,yes,True,-0.0242842434080941,-0.4901732204014585
0,3,male,28.0,0,0,8.05,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4841333019887193
1,1,male,36.0,0,0,26.2875,S,First,man,True,Southampton,yes,True,0.5151055796585139,-0.1169565951476094
1,1,female,54.0,1,0,59.4,C,First,woman,False,Cherbourg,yes,False,1.902107981829792,0.5496993996584907
0,3,male,24.0,0,0,7.4958,S,Third,man,True,Southampton,no,True,-0.4095626884556714,-0.4952910446031863
0,1,male,47.0,0,0,34.0208,S,First,man,True,Southampton,no,True,1.3627181587631838,0.0387384083898466
1,2,female,34.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,0.360994201639483,-0.434807301618015
0,3,male,28.0,0,0,24.15,Q,Third,man,True,Queenstown,no,True,-0.1013399324176096,-0.1599910138383769
1,2,female,36.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,0.5151055796585139,-0.1227448502931512
0,3,male,32.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0.2068828236204521,-0.4872378200528672
1,1,female,30.0,0,0,93.5,S,First,woman,False,Southampton,yes,True,0.0527714456014212,1.236236792573191
0,3,male,22.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.5636740664747023,-0.4872378200528672
0,3,male,28.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,-0.1013399324176096,-0.5007430776237524
1,1,female,44.0,0,1,57.9792,C,First,woman,False,Cherbourg,yes,False,1.1315510917346374,0.5210943460557573
0,3,male,28.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,-0.1013399324176096,-0.500658518765974
0,3,male,40.5,0,0,7.75,Q,Third,man,True,Queenstown,no,True,0.8618561802013335,-0.4901732204014585
1,2,female,50.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,1.5938852257917302,-0.434807301618015
0,1,male,28.0,0,0,221.7792,S,First,man,True,Southampton,no,True,-0.1013399324176096,3.8188897994114144
0,3,male,39.0,0,0,7.925,S,Third,man,True,Southampton,no,True,0.7462726466870603,-0.4866499346606939
0,2,male,23.0,2,1,11.5,S,Second,man,True,Southampton,no,False,-0.4866183774651868,-0.4146742402422173
1,2,female,2.0,1,1,26.0,S,Second,child,False,Southampton,yes,False,-2.104787846665011,-0.1227448502931512
0,3,male,28.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,-0.1013399324176096,-0.500658518765974
0,3,male,17.0,1,1,7.2292,C,Third,man,True,Cherbourg,no,False,-0.9489525115222794,-0.500658518765974
1,3,female,28.0,0,2,22.3583,C,Third,woman,False,Cherbourg,yes,False,-0.1013399324176096,-0.1960634199053935
0,3,female,30.0,0,0,8.6625,S,Third,woman,False,Southampton,no,True,0.0527714456014212,-0.4718018018960432
1,2,female,7.0,0,2,26.25,S,Second,child,False,Southampton,yes,False,-1.719509401617434,-0.1177115849492018
0,1,male,45.0,0,0,26.55,S,First,man,True,Southampton,no,True,1.208606780744153,-0.1116716665364625
1,1,female,30.0,0,0,106.425,C,First,woman,False,Cherbourg,yes,True,0.0527714456014212,1.4964566108553758
0,3,male,28.0,0,0,14.5,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.3542750561148243
1,1,female,22.0,0,2,49.5,C,First,woman,False,Cherbourg,yes,False,-0.5636740664747023,0.3503820920380938
1,1,female,36.0,0,2,71.0,S,First,woman,False,Southampton,yes,False,0.5151055796585139,0.7832429116177435
0,3,female,9.0,4,2,31.275,S,Third,child,False,Southampton,no,False,-1.565398023598403,-0.0165429515358186
0,3,female,11.0,4,2,31.275,S,Third,child,False,Southampton,no,False,-1.4112866455793722,-0.0165429515358186
1,2,male,32.0,1,0,26.0,S,Second,man,True,Southampton,yes,False,0.2068828236204521,-0.1227448502931512
0,1,male,50.0,1,0,106.425,C,First,man,True,Cherbourg,no,False,1.5938852257917302,1.4964566108553758
0,1,male,64.0,0,0,26.0,S,First,man,True,Southampton,no,True,2.6726648719249466,-0.1227448502931512
1,2,female,19.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,-0.7948411335032486,-0.1227448502931512
1,2,male,28.0,0,0,13.8625,C,Second,man,True,Cherbourg,yes,True,-0.1013399324176096,-0.3671098827418954
0,3,male,33.0,1,1,20.525,S,Third,man,True,Southampton,no,False,0.2839385126299676,-0.2329733613256434
1,2,male,8.0,1,1,36.75,S,Second,child,False,Southampton,yes,False,-1.6424537126079184,0.0936855594966736
1,1,male,17.0,0,2,110.8833,C,First,man,True,Cherbourg,yes,False,-0.9489525115222794,1.5862158383870948
0,2,male,27.0,0,0,26.0,S,Second,man,True,Southampton,no,True,-0.178395621427125,-0.1227448502931512
0,3,male,28.0,0,0,7.8292,Q,Third,man,True,Queenstown,no,True,-0.1013399324176096,-0.4885786819404954
1,3,male,22.0,0,0,7.225,C,Third,man,True,Cherbourg,yes,True,-0.5636740664747023,-0.5007430776237524
1,3,female,22.0,0,0,7.775,S,Third,woman,False,Southampton,yes,True,-0.5636740664747023,-0.4896698938670636
0,1,male,62.0,0,0,26.55,S,First,man,True,Southampton,no,True,2.5185534939059155,-0.1116716665364625
1,1,female,48.0,1,0,39.6,C,First,woman,False,Cherbourg,yes,False,1.4397738477726991,0.151064784417697
0,1,male,28.0,0,0,227.525,C,First,man,True,Cherbourg,no,True,-0.1013399324176096,3.9345703434644728
1,1,female,39.0,1,1,79.65,S,First,woman,False,Southampton,yes,False,0.7462726466870603,0.9573938925183936
1,3,female,36.0,1,0,17.4,S,Third,woman,False,Southampton,yes,False,0.5151055796585139,-0.2958891781250111
0,3,male,28.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,-0.1013399324176096,-0.4901732204014585
0,3,male,40.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0.8233283356965757,-0.4872378200528672
0,2,male,28.0,0,0,13.5,S,Second,man,True,Southampton,no,True,-0.1013399324176096,-0.374408117490622
0,3,male,28.0,0,0,8.05,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4841333019887193
0,3,female,28.0,0,0,8.05,S,Third,woman,False,Southampton,no,True,-0.1013399324176096,-0.4841333019887193
0,3,male,24.0,2,0,24.15,S,Third,man,True,Southampton,no,False,-0.4095626884556714,-0.1599910138383769
0,3,male,19.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.7948411335032486,-0.4872378200528672
0,3,female,29.0,0,4,21.075,S,Third,woman,False,Southampton,no,False,-0.0242842434080941,-0.2219001775689547
0,3,male,28.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,-0.1013399324176096,-0.500658518765974
1,3,male,32.0,0,0,7.8542,S,Third,man,True,Southampton,yes,True,0.2068828236204521,-0.4880753554061005
1,2,male,62.0,0,0,10.5,S,Second,man,True,Southampton,yes,True,2.5185534939059155,-0.434807301618015
1,1,female,53.0,2,0,51.4792,S,First,woman,False,Southampton,yes,False,1.8250522928202764,0.3902294471130725
1,1,male,36.0,0,0,26.3875,S,First,man,True,Southampton,yes,True,0.5151055796585139,-0.1149432890100296
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,-0.1013399324176096,-0.4901732204014585
0,3,male,16.0,0,0,8.05,S,Third,man,True,Southampton,no,True,-1.026008200531795,-0.4841333019887193
0,3,male,19.0,0,0,14.5,S,Third,man,True,Southampton,no,True,-0.7948411335032486,-0.3542750561148243
1,2,female,34.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0.360994201639483,-0.3844746481785208
1,1,female,39.0,1,0,55.9,S,First,woman,False,Southampton,yes,False,0.7462726466870603,0.4792336848431988
0,3,female,28.0,1,0,14.4583,C,Third,woman,False,Cherbourg,no,False,-0.1013399324176096,-0.3551146047741951
1,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,0.2068828236204521,-0.4866499346606939
1,2,female,25.0,1,1,30.0,S,Second,woman,False,Southampton,yes,False,-0.3325069994461559,-0.0422126047899606
1,1,female,39.0,1,1,110.8833,C,First,woman,False,Cherbourg,yes,False,0.7462726466870603,1.5862158383870948
0,2,male,54.0,0,0,26.0,S,Second,man,True,Southampton,no,True,1.902107981829792,-0.1227448502931512
0,1,male,36.0,0,0,40.125,C,First,man,True,Cherbourg,no,True,0.5151055796585139,0.1616346416399907
0,3,male,28.0,0,0,8.7125,C,Third,man,True,Cherbourg,no,True,-0.1013399324176096,-0.4707951488272534
1,1,female,18.0,0,2,79.65,S,First,woman,False,Southampton,yes,False,-0.871896822512764,0.9573938925183936
0,2,male,47.0,0,0,15.0,S,Second,man,True,Southampton,no,True,1.3627181587631838,-0.3442085254269255
1,1,male,60.0,1,1,79.2,C,First,man,True,Cherbourg,yes,False,2.3644421158868845,0.9483340148992844
0,3,male,22.0,0,0,8.05,S,Third,man,True,Southampton,no,True,-0.5636740664747023,-0.4841333019887193
0,3,male,28.0,0,0,8.05,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4841333019887193
0,3,male,35.0,0,0,7.125,S,Third,man,True,Southampton,no,True,0.4380498906489985,-0.5027563837613321
1,1,female,52.0,1,0,78.2667,C,First,woman,False,Cherbourg,yes,False,1.747996603810761,0.9295438287172524
0,3,male,47.0,0,0,7.25,S,Third,man,True,Southampton,no,True,1.3627181587631838,-0.5002397510893574
0,3,female,28.0,0,2,7.75,Q,Third,woman,False,Queenstown,no,False,-0.1013399324176096,-0.4901732204014585
0,2,male,37.0,1,0,26.0,S,Second,man,True,Southampton,no,False,0.5921612686680294,-0.1227448502931512
0,3,male,36.0,1,1,24.15,S,Third,man,True,Southampton,no,False,0.5151055796585139,-0.1599910138383769
1,2,female,28.0,0,0,33.0,S,Second,woman,False,Southampton,yes,True,-0.1013399324176096,0.0181865793374323
0,3,male,49.0,0,0,0.0,S,Third,man,True,Southampton,no,True,1.5168295367822149,-0.6462044460638905
0,3,male,28.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,-0.1013399324176096,-0.5007430776237524
1,1,male,49.0,1,0,56.9292,C,First,man,True,Cherbourg,yes,False,1.5168295367822149,0.4999546316111698
1,2,female,24.0,2,1,27.0,S,Second,woman,False,Southampton,yes,False,-0.4095626884556714,-0.1026117889173535
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4872378200528672
0,1,male,28.0,0,0,42.4,S,First,man,True,Southampton,no,True,-0.1013399324176096,0.2074373562699303
0,3,male,44.0,0,0,8.05,S,Third,man,True,Southampton,no,True,1.1315510917346374,-0.4841333019887193
1,1,male,35.0,0,0,26.55,C,First,man,True,Cherbourg,yes,True,0.4380498906489985,-0.1116716665364625
0,3,male,36.0,1,0,15.55,S,Third,man,True,Southampton,no,False,0.5151055796585139,-0.3331353416702368
0,3,male,30.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0.0527714456014212,-0.4872378200528672
1,1,male,27.0,0,0,30.5,S,First,man,True,Southampton,yes,True,-0.178395621427125,-0.0321460741020617
1,2,female,22.0,1,2,41.5792,C,Second,woman,False,Cherbourg,yes,False,-0.5636740664747023,0.1909121394926757
1,1,female,40.0,0,0,153.4625,S,First,woman,False,Southampton,yes,True,0.8233283356965757,2.443465485319458
0,3,female,39.0,1,5,31.275,S,Third,woman,False,Southampton,no,False,0.7462726466870603,-0.0165429515358186
0,3,male,28.0,0,0,7.05,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.5042663633645169
1,3,female,28.0,1,0,15.5,Q,Third,woman,False,Queenstown,yes,False,-0.1013399324176096,-0.3341419947390266
0,3,male,28.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,-0.1013399324176096,-0.4901732204014585
0,3,male,35.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0.4380498906489985,-0.4841333019887193
1,2,female,24.0,1,2,65.0,S,Second,woman,False,Southampton,yes,False,-0.4095626884556714,0.6624445433629575
0,3,male,34.0,1,1,14.4,S,Third,man,True,Southampton,no,False,0.360994201639483,-0.3562883622524042
0,3,female,26.0,1,0,16.1,S,Third,woman,False,Southampton,no,False,-0.2554513104366405,-0.3220621579135481
1,2,female,4.0,2,1,39.0,S,Second,child,False,Southampton,yes,False,-1.9506764686459803,0.1389849475922183
0,2,male,26.0,0,0,10.5,S,Second,man,True,Southampton,no,True,-0.2554513104366405,-0.434807301618015
0,3,male,27.0,1,0,14.4542,C,Third,man,True,Cherbourg,no,False,-0.178395621427125,-0.3551971503258359
1,1,male,42.0,1,0,52.5542,S,First,man,True,Southampton,yes,False,0.9774397137156066,0.411872488092055
1,3,male,20.0,1,1,15.7417,C,Third,man,True,Cherbourg,yes,False,-0.7177854444937332,-0.3292758338044964
0,3,male,21.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,-0.6407297554842177,-0.4880753554061005
0,3,male,21.0,0,0,16.1,S,Third,man,True,Southampton,no,True,-0.6407297554842177,-0.3220621579135481
0,1,male,61.0,0,0,32.3208,S,First,man,True,Southampton,no,True,2.4414978048964,0.0045122040509905
0,2,male,57.0,0,0,12.35,Q,Second,man,True,Queenstown,no,True,2.133275048858338,-0.3975611380727893
1,1,female,21.0,0,0,77.9583,S,First,woman,False,Southampton,yes,True,-0.6407297554842177,0.9233347925889565
0,3,male,26.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.2554513104366405,-0.4872378200528672
0,3,male,28.0,0,0,7.7333,Q,Third,man,True,Queenstown,no,True,-0.1013399324176096,-0.4905094425264344
1,1,male,80.0,0,0,30.0,S,First,man,True,Southampton,yes,True,3.905555896077194,-0.0422126047899606
0,3,male,51.0,0,0,7.0542,S,Third,man,True,Southampton,no,True,1.6709409148012455,-0.5041818045067386
1,1,male,32.0,0,0,30.5,C,First,man,True,Cherbourg,yes,True,0.2068828236204521,-0.0321460741020617
0,1,male,28.0,0,0,0.0,S,First,man,True,Southampton,no,True,-0.1013399324176096,-0.6462044460638905
0,3,female,9.0,3,2,27.9,S,Third,child,False,Southampton,no,False,-1.565398023598403,-0.0844920336791357
1,2,female,28.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,-0.1013399324176096,-0.3844746481785208
0,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,no,True,0.2068828236204521,-0.4866499346606939
0,2,male,31.0,1,1,26.25,S,Second,man,True,Southampton,no,False,0.1298271346109367,-0.1177115849492018
0,3,female,41.0,0,5,39.6875,S,Third,woman,False,Southampton,no,False,0.9003840247060911,0.1528264272880792
0,3,male,28.0,1,0,16.1,S,Third,man,True,Southampton,no,False,-0.1013399324176096,-0.3220621579135481
0,3,male,20.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,-0.7177854444937332,-0.4880753554061005
1,1,female,24.0,0,0,69.3,C,First,woman,False,Cherbourg,yes,True,-0.4095626884556714,0.7490167072788875
0,3,female,2.0,3,2,27.9,S,Third,child,False,Southampton,no,False,-2.104787846665011,-0.0844920336791357
1,3,male,28.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True,-0.1013399324176096,0.4912289628108992
1,3,female,0.75,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False,-2.2011074579269057,-0.2584759101703663
1,1,male,48.0,1,0,76.7292,C,First,man,True,Cherbourg,yes,False,1.4397738477726991,0.8985892468519636
0,3,male,19.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.7948411335032486,-0.4872378200528672
1,1,male,56.0,0,0,35.5,C,First,man,True,Cherbourg,yes,True,2.0562193598488228,0.0685192327769265
0,3,male,28.0,0,0,7.55,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4941998326766181
1,3,female,23.0,0,0,7.55,S,Third,woman,False,Southampton,yes,True,-0.4866183774651868,-0.4941998326766181
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4872378200528672
1,2,female,18.0,0,1,23.0,S,Second,woman,False,Southampton,yes,False,-0.871896822512764,-0.1831440344205442
0,3,male,21.0,0,0,8.4333,S,Third,man,True,Southampton,no,True,-0.6407297554842177,-0.476416299563376
1,3,female,28.0,0,0,7.8292,Q,Third,woman,False,Queenstown,yes,True,-0.1013399324176096,-0.4885786819404954
0,3,female,18.0,0,0,6.75,Q,Third,woman,False,Queenstown,no,True,-0.871896822512764,-0.5103062817772562
0,2,male,24.0,2,0,73.5,S,Second,man,True,Southampton,no,False,-0.4095626884556714,0.8335755650572377
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4872378200528672
0,3,female,32.0,1,1,15.5,Q,Third,woman,False,Queenstown,no,False,0.2068828236204521,-0.3341419947390266
0,2,male,23.0,0,0,13.0,S,Second,man,True,Southampton,no,True,-0.4866183774651868,-0.3844746481785208
0,1,male,58.0,0,2,113.275,C,First,man,True,Cherbourg,no,False,2.210330737867854,1.6343680812795898
1,1,male,50.0,2,0,133.65,S,First,man,True,Southampton,yes,False,1.5938852257917302,2.044579206811467
0,3,male,40.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,0.8233283356965757,-0.5007430776237524
0,1,male,47.0,0,0,25.5875,S,First,man,True,Southampton,no,True,1.3627181587631838,-0.1310497381106678
0,3,male,36.0,0,0,7.4958,S,Third,man,True,Southampton,no,True,0.5151055796585139,-0.4952910446031863
1,3,male,20.0,1,0,7.925,S,Third,man,True,Southampton,yes,False,-0.7177854444937332,-0.4866499346606939
0,2,male,32.0,2,0,73.5,S,Second,man,True,Southampton,no,False,0.2068828236204521,0.8335755650572377
0,2,male,25.0,0,0,13.0,S,Second,man,True,Southampton,no,True,-0.3325069994461559,-0.3844746481785208
0,3,male,28.0,0,0,7.775,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4896698938670636
0,3,male,43.0,0,0,8.05,S,Third,man,True,Southampton,no,True,1.054495402725122,-0.4841333019887193
1,1,female,28.0,1,0,52.0,S,First,woman,False,Southampton,yes,False,-0.1013399324176096,0.4007147454775879
1,2,female,40.0,1,1,39.0,S,Second,woman,False,Southampton,yes,False,0.8233283356965757,0.1389849475922183
0,1,male,31.0,1,0,52.0,S,First,man,True,Southampton,no,False,0.1298271346109367,0.4007147454775879
0,2,male,70.0,0,0,10.5,S,Second,man,True,Southampton,no,True,3.1349990059820394,-0.434807301618015
1,2,male,31.0,0,0,13.0,S,Second,man,True,Southampton,yes,True,0.1298271346109367,-0.3844746481785208
0,2,male,28.0,0,0,0.0,S,Second,man,True,Southampton,no,True,-0.1013399324176096,-0.6462044460638905
0,3,male,18.0,0,0,7.775,S,Third,man,True,Southampton,no,True,-0.871896822512764,-0.4896698938670636
0,3,male,24.5,0,0,8.05,S,Third,man,True,Southampton,no,True,-0.3710348439509137,-0.4841333019887193
1,3,female,18.0,0,0,9.8417,S,Third,woman,False,Southampton,yes,True,-0.871896822512764,-0.4480608959217026
0,3,female,43.0,1,6,46.9,S,Third,woman,False,Southampton,no,False,1.054495402725122,0.2980361324610198
1,1,male,36.0,0,1,512.3292,C,First,man,True,Cherbourg,yes,False,0.5151055796585139,9.668550782149426
0,3,female,28.0,0,0,8.1375,Q,Third,woman,False,Queenstown,no,True,-0.1013399324176096,-0.482371659118337
1,1,male,27.0,0,0,76.7292,C,First,man,True,Cherbourg,yes,True,-0.178395621427125,0.8985892468519636
0,3,male,20.0,0,0,9.225,S,Third,man,True,Southampton,no,True,-0.7177854444937332,-0.460476954872157
0,3,male,14.0,5,2,46.9,S,Third,child,False,Southampton,no,False,-1.1801195785508258,0.2980361324610198
0,2,male,60.0,1,1,39.0,S,Second,man,True,Southampton,no,False,2.3644421158868845,0.1389849475922183
0,2,male,25.0,1,2,41.5792,C,Second,man,True,Cherbourg,no,False,-0.3325069994461559,0.1909121394926757
0,3,male,14.0,4,1,39.6875,S,Third,child,False,Southampton,no,False,-1.1801195785508258,0.1528264272880792
0,3,male,19.0,0,0,10.1708,S,Third,man,True,Southampton,no,True,-0.7948411335032486,-0.4414351054229276
0,3,male,18.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,-0.871896822512764,-0.489251126190447
1,1,female,15.0,0,1,211.3375,S,First,child,False,Southampton,yes,False,-1.1030638895413103,3.608666412443748
1,1,male,31.0,1,0,57.0,S,First,man,True,Southampton,yes,False,0.1298271346109367,0.5013800523565762
1,3,female,4.0,0,1,13.4167,C,Third,child,False,Cherbourg,yes,False,-1.9506764686459803,-0.376085201503226
1,3,male,28.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True,-0.1013399324176096,0.4912289628108992
0,3,male,25.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,-0.3325069994461559,-0.5007430776237524
0,1,male,60.0,0,0,26.55,S,First,man,True,Southampton,no,True,2.3644421158868845,-0.1116716665364625
0,2,male,52.0,0,0,13.5,S,Second,man,True,Southampton,no,True,1.747996603810761,-0.374408117490622
0,3,male,44.0,0,0,8.05,S,Third,man,True,Southampton,no,True,1.1315510917346374,-0.4841333019887193
1,3,female,28.0,0,0,7.7333,Q,Third,woman,False,Queenstown,yes,True,-0.1013399324176096,-0.4905094425264344
0,1,male,49.0,1,1,110.8833,C,First,man,True,Cherbourg,no,False,1.5168295367822149,1.5862158383870948
0,3,male,42.0,0,0,7.65,S,Third,man,True,Southampton,no,True,0.9774397137156066,-0.4921865265390384
1,1,female,18.0,1,0,227.525,C,First,woman,False,Cherbourg,yes,False,-0.871896822512764,3.9345703434644728
1,1,male,35.0,0,0,26.2875,S,First,man,True,Southampton,yes,True,0.4380498906489985,-0.1169565951476094
0,3,female,18.0,0,1,14.4542,C,Third,woman,False,Cherbourg,no,False,-0.871896822512764,-0.3551971503258359
0,3,male,25.0,0,0,7.7417,Q,Third,man,True,Queenstown,no,True,-0.3325069994461559,-0.4903403248108776
0,3,male,26.0,1,0,7.8542,S,Third,man,True,Southampton,no,False,-0.2554513104366405,-0.4880753554061005
0,2,male,39.0,0,0,26.0,S,Second,man,True,Southampton,no,True,0.7462726466870603,-0.1227448502931512
1,2,female,45.0,0,0,13.5,S,Second,woman,False,Southampton,yes,True,1.208606780744153,-0.374408117490622
1,1,male,42.0,0,0,26.2875,S,First,man,True,Southampton,yes,True,0.9774397137156066,-0.1169565951476094
1,1,female,22.0,0,0,151.55,S,First,woman,False,Southampton,yes,True,-0.5636740664747023,2.404961005438245
1,3,male,28.0,1,1,15.2458,C,Third,man,True,Cherbourg,yes,False,-0.1013399324176096,-0.3392598189407544
1,1,female,24.0,0,0,49.5042,C,First,woman,False,Cherbourg,yes,True,-0.4095626884556714,0.3504666508958721
0,1,male,28.0,0,0,26.55,S,First,man,True,Southampton,no,True,-0.1013399324176096,-0.1116716665364625
1,1,male,48.0,1,0,52.0,S,First,man,True,Southampton,yes,False,1.4397738477726991,0.4007147454775879
0,3,male,29.0,0,0,9.4833,S,Third,man,True,Southampton,no,True,-0.0242842434080941,-0.4552765851187885
0,2,male,52.0,0,0,13.0,S,Second,man,True,Southampton,no,True,1.747996603810761,-0.3844746481785208
0,3,male,19.0,0,0,7.65,S,Third,man,True,Southampton,no,True,-0.7948411335032486,-0.4921865265390384
1,1,female,38.0,0,0,227.525,C,First,woman,False,Cherbourg,yes,True,0.6692169576775449,3.9345703434644728
1,2,female,27.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,-0.178395621427125,-0.434807301618015
0,3,male,28.0,0,0,15.5,Q,Third,man,True,Queenstown,no,True,-0.1013399324176096,-0.3341419947390266
0,3,male,33.0,0,0,7.775,S,Third,man,True,Southampton,no,True,0.2839385126299676,-0.4896698938670636
1,2,female,6.0,0,1,33.0,S,Second,child,False,Southampton,yes,False,-1.7965650906269497,0.0181865793374323
0,3,male,17.0,1,0,7.0542,S,Third,man,True,Southampton,no,False,-0.9489525115222794,-0.5041818045067386
0,2,male,34.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.360994201639483,-0.3844746481785208
0,2,male,50.0,0,0,13.0,S,Second,man,True,Southampton,no,True,1.5938852257917302,-0.3844746481785208
1,1,male,27.0,1,0,53.1,S,First,man,True,Southampton,yes,False,-0.178395621427125,0.4228611129909654
0,3,male,20.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,-0.7177854444937332,-0.4718018018960432
1,2,female,30.0,3,0,21.0,S,Second,woman,False,Southampton,yes,False,0.0527714456014212,-0.2234101571721395
1,3,female,28.0,0,0,7.7375,Q,Third,woman,False,Queenstown,yes,True,-0.1013399324176096,-0.490424883668656
0,2,male,25.0,1,0,26.0,S,Second,man,True,Southampton,no,False,-0.3325069994461559,-0.1227448502931512
0,3,female,25.0,1,0,7.925,S,Third,woman,False,Southampton,no,False,-0.3325069994461559,-0.4866499346606939
1,1,female,29.0,0,0,211.3375,S,First,woman,False,Southampton,yes,True,-0.0242842434080941,3.608666412443748
0,3,male,11.0,0,0,18.7875,C,Third,child,False,Cherbourg,no,True,-1.4112866455793722,-0.2679545554660918
0,2,male,28.0,0,0,0.0,S,Second,man,True,Southampton,no,True,-0.1013399324176096,-0.6462044460638905
0,2,male,23.0,0,0,13.0,S,Second,man,True,Southampton,no,True,-0.4866183774651868,-0.3844746481785208
0,2,male,23.0,0,0,13.0,S,Second,man,True,Southampton,no,True,-0.4866183774651868,-0.3844746481785208
0,3,male,28.5,0,0,16.1,S,Third,man,True,Southampton,no,True,-0.0628120879128519,-0.3220621579135481
0,3,female,48.0,1,3,34.375,S,Third,woman,False,Southampton,no,False,1.4397738477726991,0.0458695387291541
1,1,male,35.0,0,0,512.3292,C,First,man,True,Cherbourg,yes,True,0.4380498906489985,9.668550782149426
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4872378200528672
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.1013399324176096,-0.4872378200528672
